Term,PMI,NPMI,CoocCount,TermFreq,InTermFreq
常态,3.275765603595152,0.34015778433012894,2,92,25
一段,3.275765603595152,0.34015778433012894,2,92,25
共同利益,3.275765603595152,0.34015778433012894,2,92,25
勤务,3.2649546874909365,0.33903517126387267,2,93,25
法规,3.2649546874909365,0.33903517126387267,2,93,25
只会,3.2649546874909365,0.33903517126387267,2,93,25
反恐,3.2649546874909365,0.33903517126387267,2,93,25
深远,3.2649546874909365,0.33903517126387267,2,93,25
基层,3.254259398374188,0.33792456498461676,2,94,25
构建,2.8654812090510386,0.3358698194418454,6,416,25
护渔,3.4668208403578613,0.3358254248327088,1,38,25
权益,3.233205989176356,0.33573836429386206,2,96,25
坚决反对,3.222843202140809,0.3346622852625578,2,97,25
抗衡,3.192383994656101,0.33149937991942857,2,100,25
依据,2.8277408810681917,0.33144618647393886,6,432,25
复杂,2.728649978423961,0.33099254154256963,8,636,25
一批,2.945523916724575,0.32958797347058566,4,256,25
结合,2.8048565872346036,0.32876386435168464,6,442,25
组合,3.143593830486669,0.32643297525275683,2,105,25
简称,2.903452702803888,0.324880435345081,4,267,25
单独,3.124725346182286,0.32447365868639366,2,107,25
驻守,3.088023979331858,0.3206625631623344,2,111,25
领海,3.0613557322496967,0.317893313790682,2,114,25
颁布,3.0268695561785273,0.31431224522169976,2,118,25
要素,3.0184306875326627,0.313435947217447,2,119,25
防卫省,3.233205989176356,0.3131955254932434,1,48,25
适应,2.7869188865479364,0.31184094035999105,4,300,25
反舰,3.001763635047451,0.3117052288661518,2,121,25
完善,2.7769685556947685,0.3107275529036419,4,303,25
更好地,2.985369825271775,0.31000288422833544,2,123,25
东部战区,3.192383994656101,0.30924116376428024,1,50,25
前者,2.9772726150391553,0.309162064271938,2,124,25
设有,2.9533670941856007,0.30667969831819625,2,127,25
涵盖,2.9533670941856007,0.30667969831819625,2,127,25
勾连,2.9300197301886097,0.30425529176161925,2,130,25
视角,2.9223568574430407,0.3034595737127223,2,131,25
期待,2.9223568574430407,0.3034595737127223,2,131,25
机密,2.9147522580578213,0.3026699068101956,2,132,25
后果,2.9147522580578213,0.3026699068101956,2,132,25
全方位,2.899714380693281,0.3011083631393858,2,134,25
具备,2.568229685583107,0.30102826640683145,6,560,25
融合,2.8922794022057627,0.30033630978914594,2,135,25
国家安全,2.676570829379071,0.29949359789497193,4,335,25
单一,2.8775732548160673,0.29880921319022535,2,137,25
罕见,3.0790553093490978,0.2982631941369175,1,56,25
为其,2.8417271230429315,0.29508692587291135,2,142,25
配套,2.834709550384285,0.2943582162349809,2,143,25
这份,2.827740881068191,0.29363458475423937,2,144,25
国土,2.827740881068191,0.29363458475423937,2,144,25
适用,2.827740881068191,0.29363458475423937,2,144,25
新一代,2.8208204382236177,0.2929159611439267,2,145,25
必将,2.8208204382236177,0.2929159611439267,2,145,25
依托,2.8139475589358556,0.2922022765665175,2,146,25
协同,2.6775663496205726,0.2902614612726414,3,251,25
列为,2.793607874698733,0.2900901895733331,2,149,25
实战化,2.9935331359109356,0.2899787971201617,1,61,25
首度,2.773673659797916,0.2880202067987473,2,152,25
下水,2.773673659797916,0.2880202067987473,2,152,25
巡航,2.7349591476172255,0.28400006485991247,2,158,25
近海,2.7161498156597292,0.28204689071449446,2,161,25
发言人,2.7161498156597292,0.28204689071449446,2,161,25
海域,2.38739733234062,0.279832479241676,6,671,25
日本政府,2.8848992949081405,0.2794556095988225,1,68,25
的行为,2.685566392287649,0.27887108670701005,2,166,25
现代化,2.4917647992574543,0.27881481657288393,4,403,25
拜登,2.679560368227437,0.27824741698085104,2,167,25
灵活,2.6676554657211184,0.27701120360380993,2,169,25
南沙,2.8559117580348876,0.2766476329730938,1,70,25
更新,2.6617557435939303,0.276398572344496,2,170,25
规范,2.650059703830739,0.27518404742033237,2,172,25
现状,2.536592600639924,0.2749792082722614,3,289,25
推动,2.265153322743611,0.2747691573514135,8,1011,25
学校,2.644262586146413,0.27458207067790696,2,173,25
熟悉,2.632768206720678,0.27338848630379403,2,175,25
后备,2.6270701856060406,0.27279679981826094,2,176,25
组成部分,2.6270701856060406,0.27279679981826094,2,176,25
太平,2.6101683748034374,0.2710417039996008,2,179,25
效率,2.5664455637896055,0.2665014968178576,2,187,25
应对,2.2324865776854104,0.26649006365785594,7,914,25
相继,2.550530108483706,0.2648488248417192,2,190,25
协会,2.5452807525975625,0.2643037280663482,2,191,25
布局,2.529696021580864,0.26268539873100044,2,194,25
提前,2.514350451906204,0.261091904076167,2,197,25
干部,2.5092871499496567,0.2605661272705729,2,198,25
现有,2.3252835069727174,0.2601864729246319,4,476,25
改造,2.4942492725851166,0.25900458359976314,2,201,25
空间,2.3106847075515646,0.25855294732702894,4,483,25
维护,2.162764577474942,0.2581674065542669,7,980,25
台美,2.479434186799976,0.2574661747619014,2,204,25
渔民,2.6384988814296633,0.2555871931603131,1,87,25
纳入,2.3565805136946323,0.2554650059777478,3,346,25
钓鱼岛,2.460016100942874,0.25544978718709,2,208,25
背景,2.282111335107509,0.25535574364262337,4,497,25
关键,2.2801012841794845,0.2551308299665949,4,498,25
任务,2.014008757723189,0.25412117003360835,11,1787,25
有助于,2.4456960471681257,0.2539627828183523,2,211,25
考察,2.4409679059721796,0.2534718093398323,2,212,25
占据,2.4409679059721796,0.2534718093398323,2,212,25
涉及,2.264164691916672,0.2533476126862653,4,506,25
需求,2.1591995113104465,0.2530848737420017,6,843,25
体现,2.4315781656223407,0.2524967721548363,2,214,25
机关,2.4176568271037326,0.25105117065630345,2,217,25
逐步,2.2368725496286643,0.2502937716302477,4,520,25
金门岛,2.5826184230352065,0.2501741419689432,1,92,25
回应,2.4084824508276914,0.2500984970268948,2,219,25
深化,2.4039266342918304,0.2496254178612328,2,220,25
角色,2.3993914791264395,0.2491544841866867,2,221,25
彰显,2.5611122178142427,0.2480908700499582,1,94,25
汉光,2.359474871720997,0.24500951584154346,2,230,25
演习,2.1290535201326306,0.24432997620533997,5,724,25
体制,2.3379686665000334,0.2427762964960313,2,235,25
例如,2.1663423988228265,0.24240183453183148,4,558,25
中华人民共和国,2.316915257302201,0.24059009580527663,2,240,25
力量,1.9950043057998084,0.23814200262806892,7,1159,25
海里,2.2922226447118295,0.238025997696778,2,246,25
危险,2.2922226447118295,0.238025997696778,2,246,25
印太,2.2801012841794845,0.2367673071673873,2,249,25
详细,2.2801012841794845,0.2367673071673873,2,249,25
建设,1.973663333695609,0.23559454855985013,7,1184,25
小组,2.268125093132769,0.23552369113860486,2,252,25
正常,2.264164691916672,0.23511244031490508,2,253,25
性质,2.264164691916672,0.23511244031490508,2,253,25
诸多,2.2602199136256558,0.2347028117866389,2,254,25
矛盾,2.2602199136256558,0.2347028117866389,2,254,25
中央军委,2.256290635485766,0.2342947928048733,2,255,25
一方面,2.160386455069975,0.2341965977616552,3,421,25
国务院,2.2523767361646296,0.23388837077037003,2,256,25
社会,2.088784164476952,0.23372349342624005,4,603,25
禁止,2.4039266342918304,0.2328645523961903,1,110,25
现代,2.2368725496286643,0.23227840523006185,2,260,25
充分,2.0658323372987497,0.2311553098293733,4,617,25
下台,2.221605077497876,0.23069302027863822,2,264,25
视为,2.12080037837591,0.22990527087487295,3,438,25
计算,2.206567200133336,0.2291314766078285,2,268,25
改革,2.206567200133336,0.2291314766078285,2,268,25
的能力,2.043395498662924,0.22864475062627865,4,631,25
战时,2.0959964010101024,0.22721639680958858,3,449,25
搭载,2.1880823854592326,0.22721200056339017,2,273,25
强大,2.184426074256122,0.22683232665866798,2,274,25
认知,2.184426074256122,0.22683232665866798,2,274,25
上升,2.1771533149270423,0.22607711825894888,2,276,25
我国,2.0121917189955685,0.22515321879834405,4,651,25
鉴于,2.1556471097060785,0.2238438989134367,2,282,25
单方面,2.30038595535099,0.22283473138900337,1,122,25
强化,1.9316528565115558,0.22167629512622322,5,882,25
原则,1.980443020680988,0.22160071356203703,4,672,25
还要,2.13112749253176,0.22129776476956345,2,289,25
官方,2.1242309134726995,0.22058161919137773,2,291,25
以便,2.12080037837591,0.22022539003496008,2,292,25
对其,2.1139744133055105,0.21951657706259303,2,294,25
派出,2.1139744133055105,0.21951657706259303,2,294,25
实践,2.110578824304372,0.21916397673311422,2,295,25
民族,2.097110607253506,0.21776542768373416,2,299,25
武器装备,1.9367679571783265,0.21671371346357973,4,702,25
水域,2.2368725496286643,0.21668228872136594,1,130,25
总体,2.083821375134823,0.21638546455451066,2,303,25
秘密,2.067454397670618,0.21468590620262643,2,308,25
意图,2.060981883165,0.21401379578335247,2,310,25
军事部署,2.206567200133336,0.21374665768139509,1,134,25
多个,2.044981541818559,0.21235230918157671,2,315,25
体现了,2.191752114348195,0.21231154386766413,1,136,25
渔船,2.184426074256122,0.2116018820075468,1,137,25
中国人民,2.0137289983144546,0.20910702327303374,2,325,25
加快,2.0106567992774846,0.20878800398292033,2,326,25
举措,2.1415623698243396,0.20744974308443442,1,143,25
当局,1.6382666138101667,0.20671123059021823,11,2602,25
主权,1.8985704863303752,0.20581444929252857,3,547,25
加大,1.980443020680988,0.20565058414667017,2,336,25
声称,1.980443020680988,0.20565058414667017,2,336,25
兵种,2.12080037837591,0.20543856197078272,1,146,25
程序,1.9745082851611733,0.20503431707225256,2,338,25
往来,1.9627434435815871,0.2038126477195019,2,342,25
环境,1.8161399693897116,0.20321610313580668,4,792,25
依赖,1.9482294006973329,0.20230549938637268,2,347,25
法律,1.9453517008697179,0.20200667702977476,2,348,25
高空,2.02923318485042,0.19656859346578712,1,160,25
自卫队,2.0106567992774846,0.19476912851961378,1,163,25
世界,1.7349324392198822,0.19412942583970505,4,859,25
状况,1.8573829279237608,0.1928719383101618,2,380,25
密切,1.8547548055174912,0.19259903224701616,2,381,25
当天,1.9864131876674918,0.1924206883944054,1,167,25
结构,1.8443108463564077,0.19151452424559826,2,385,25
保卫,1.8443108463564077,0.19151452424559826,2,385,25
军事演习,1.9627434435815871,0.19012783790418222,1,171,25
打造,1.8288466206588265,0.1899087082666109,2,391,25
存在的,1.9453517008697179,0.18844312742915467,1,174,25
提供了,1.8060896335362104,0.18754560685631383,2,400,25
周边,1.8060896335362104,0.18754560685631383,2,400,25
大陆,1.4675362307111726,0.18722452175247686,12,3367,25
同年,1.9170211942434918,0.18569879627920804,1,179,25
教育,1.7838390246013904,0.18523508811011358,2,409,25
执行,1.6088794642485047,0.18463485182495978,5,1218,25
有力,1.9059099688184211,0.18462246953184686,1,181,25
经济,1.5697008554719798,0.1839883441705353,6,1520,25
部门,1.6352925625942096,0.18298027005541498,4,949,25
方法,1.762072748119436,0.18297486278352346,2,418,25
针对,1.6342393766095509,0.18286242431924546,4,950,25
领导,1.7596832607220545,0.18272673674609086,2,419,25
打破,1.8786603263710457,0.18198283997703993,1,186,25
内容,1.620647949406012,0.18134161814851552,4,963,25
加强对,1.8626599850246046,0.18043291234086525,1,189,25
以及,1.4428363742373553,0.179889134643285,10,2876,25
设立,1.7291285924000819,0.17955391868305928,2,432,25
操作,1.7268164526417025,0.1793138244783919,2,433,25
事务,1.715335270267746,0.1781216104953374,2,438,25
争端,1.8262923408537295,0.1769100364507491,1,196,25
在于,1.6972352286241281,0.1762420895506706,2,446,25
另一方面,1.692760948229207,0.17577747715473552,2,448,25
科技,1.683872000811961,0.17485444265704161,2,452,25
有效,1.5351087528078404,0.17177025113329072,4,1049,25
效果,1.6490858847265455,0.17124222810784456,2,468,25
平时,1.762072748119436,0.17068918656963686,1,209,25
出台,1.7572994693667783,0.1702268066432514,1,210,25
官员,1.6384587921522593,0.1701387034051085,2,473,25
空域,1.7431148343748217,0.1688527635958527,1,213,25
形式,1.6258535832332772,0.16882976972188238,2,479,25
被迫,1.733768971956584,0.16794744475719336,1,215,25
舰艇,1.5347910403349534,0.16637895459767404,3,787,25
加强,1.4359063395726854,0.16478447275437003,5,1448,25
武力,1.5809480795593274,0.16416675090967095,2,501,25
需要,1.3967431787200733,0.16371556643315066,6,1807,25
特别,1.5749779125728236,0.16354680460704749,2,504,25
一系列,1.5670727330657104,0.1627259252550815,2,508,25
担任,1.5631434549258207,0.1623179062733159,2,510,25
大型,1.5631434549258207,0.1623179062733159,2,510,25
包含,1.6750613711298061,0.16226053277170793,1,228,25
安全,1.334524723723522,0.16188141885159474,8,2564,25
指导,1.5572783354734225,0.16170886817987914,2,513,25
的同时,1.5533872799804562,0.1613048182644211,2,515,25
火力,1.5514474151626296,0.1611033813491523,2,516,25
满足,1.53606249632315,0.1595058006496075,2,524,25
学者,1.5303536321028297,0.1589129882084199,2,527,25
重要,1.2761151909314585,0.1570398773976061,9,3058,25
以下,1.5115560861353274,0.1569610379284207,2,537,25
第二,1.507838609735195,0.15657501258699189,2,539,25
机制,1.4986049337882497,0.15561618123840937,2,544,25
越南,1.6031487895395198,0.15529447528692547,1,245,25
挑衅,1.6031487895395198,0.15529447528692547,1,245,25
挑战,1.484006134367097,0.15410023172739148,2,552,25
重视,1.4821961791218574,0.15391228471272056,2,553,25
标准,1.4731952182628811,0.15297761866113516,2,558,25
单位,1.471404707489093,0.15279169077393756,2,559,25
确保,1.45719487691644,0.15131613205935943,2,567,25
在此,1.450164970988182,0.15058614172611304,2,571,25
投入,1.4449247843246256,0.1500419970892088,2,574,25
功能,1.4449247843246256,0.1500419970892088,2,574,25
甚至,1.3353050593074034,0.1494133135240468,4,1281,25
反制,1.5398865927615535,0.1491663668304706,1,261,25
成立,1.3732255512399312,0.1488644549242689,3,925,25
面临,1.4310837329127541,0.14860473265982033,2,582,25
了解,1.427653197815965,0.1482485035034027,2,584,25
配合,1.4208272327455653,0.14753969053103566,2,588,25
对此,1.4208272327455653,0.14753969053103566,2,588,25
规划,1.4191279969926054,0.14736324070564308,2,589,25
不足,1.417431643744427,0.14718709020155685,2,590,25
预算,1.3939799827093773,0.14475185336782595,2,604,25
国是,1.4876359024176755,0.1441049255012083,1,275,25
最近,1.484006134367097,0.14375331563910076,1,276,25
文化,1.3775592524970497,0.14304671329309718,2,614,25
联合,1.3043047544223685,0.14139309900467595,3,991,25
外交,1.3614038122747645,0.1413691211159099,2,624,25
签署,1.3360860042904745,0.13874010228178452,2,640,25
相当,1.3298554545398387,0.13809311765137966,2,644,25
协议,1.3236634842919175,0.13745013914343657,2,648,25
对于,1.227371743727301,0.13733616740073,4,1427,25
美日,1.4140475457601867,0.13697653834904985,1,296,25
选择,1.3190445384356229,0.13697050458512336,2,651,25
迅速,1.3175096187175392,0.13681111745136293,2,652,25
状态,1.315977051367761,0.13665197458916759,2,653,25
演练,1.4039634266935606,0.13599970576220533,1,299,25
编队,1.4039634266935606,0.13599970576220533,1,299,25
民进党,1.305314345623721,0.13554475179005274,2,660,25
当前,1.302288624707184,0.1352305588203723,2,662,25
管理,1.2917701205159637,0.1341383100110479,2,669,25
官兵,1.2872958401210426,0.1336736976151128,2,672,25
必要,1.2858088509994643,0.13351928762791349,2,673,25
具有,1.1602961493597352,0.12983077622348763,4,1526,25
合作,1.159641055985505,0.12975747486734499,4,1527,25
发展,1.0683276602173135,0.12959100296909312,8,3346,25
更加,1.243620776618381,0.12913844856822185,2,702,25
早在,1.3236634842919175,0.1282211779660328,1,324,25
规定,1.2086277031106727,0.12550474341599127,2,727,25
战略,1.0693243711540084,0.12533803478795194,6,2507,25
作业,1.2932660071075464,0.12527662266324702,1,334,25
从而,1.205880448635534,0.1252194665957485,2,729,25
无人机,1.2902764682591805,0.12498703078641304,1,335,25
启动,1.2843240697318852,0.12441043140148603,1,337,25
建议,1.1976836814313556,0.12436830857400755,2,735,25
受到,1.196324061915316,0.1242271247354568,2,736,25
我们,1.0986697936895462,0.12293512497367488,4,1623,25
非常,1.180151202669715,0.12254772375474288,2,748,25
部署,1.1263654733084054,0.12210359913429507,3,1184,25
一项,1.243620776618381,0.12046756808913736,1,351,25
要求,1.0761284798535486,0.1204128755686073,4,1660,25
发挥,1.1576783468176564,0.1202141267336932,2,765,25
出动,1.2322892106088312,0.11936989729955477,1,355,25
美方,1.1446911512908453,0.11886552729476699,2,775,25
服务,1.1331451602937843,0.11766658353910098,2,784,25
引进,1.1936103560437197,0.11562313813185855,1,369,25
菲律宾,1.1909039944459767,0.1153609771852262,1,370,25
还有,1.1091994666974305,0.11518004601973623,2,803,25
面对,1.1091994666974305,0.11518004601973623,2,803,25
网络,1.1091994666974305,0.11518004601973623,2,803,25
举行,1.1005199329777078,0.11427875718640845,2,810,25
分别,1.0992861265287792,0.11415063786447066,2,811,25
年度,1.1695128044646592,0.11328884660970688,1,378,25
